Date,Close
2014-08-04,3375.32
2014-08-05,3341.53
2014-08-06,3315.01
2014-08-07,3266.55
2014-08-08,3246.92
2014-08-11,3316.89
2014-08-12,3308.56
2014-08-13,3330.61
2014-08-14,3350.36
2014-08-18,3384.19
2014-08-19,3394.17
2014-08-20,3416.3
2014-08-21,3405.31
2014-08-22,3397.39
2014-08-25,3405.6
2014-08-26,3445.27
2014-08-27,3465.97
2014-08-28,3400.34
2014-08-29,3399.4
2014-09-01,3447.55
2014-09-02,3428.19
2014-09-03,3484.06
2014-09-04,3547.04
2014-09-05,3540.17
2014-09-08,3554.65
2014-09-09,3550.8
2014-09-10,3576.35
2014-09-11,3574.41
2014-09-12,3565.09
2014-09-15,3596.04
2014-09-16,3623.23
2014-09-17,3687.77
2014-09-18,3661.5
2014-09-19,3704.54
2014-09-22,3685.18
2014-09-23,3631.14
2014-09-24,3619.44
2014-09-25,3636.28
2014-09-26,3623.55
2014-09-29,3634.68
2014-09-30,3639.74
2014-10-01,3587.57
2014-10-02,3541.69
2014-10-03,3573.92
2014-10-06,3621.22
2014-10-07,3608.64
2014-10-08,3554.62
2014-10-09,3557.64
2014-10-10,3510.98
2014-10-13,3491.82
2014-10-14,3504.82
2014-10-15,3487.57
2014-10-16,3455.92
2014-10-17,3468.82
2014-10-20,3469.3
2014-10-21,3528.48
2014-10-22,3523.27
2014-10-23,3514.39
2014-10-24,3535.3
2014-10-27,3540.09
2014-10-28,3538.46
2014-10-29,3520.16
2014-10-30,3517.98
2014-10-31,3551.28
2014-11-03,3550.72
2014-11-04,3541.02
2014-11-05,3545.94
2014-11-06,3549.33
2014-11-07,3556.72
2014-11-10,3556.25
2014-11-12,3558.83
2014-11-13,3536.21
2014-11-14,3544.06
2014-11-17,3514.85
2014-11-18,3535.9
2014-11-19,3551.36
2014-11-20,3527.5
2014-11-21,3540.07
2014-11-24,3547.8
2014-11-25,3544.57
2014-11-26,3553.64
2014-11-27,3568.66
2014-11-28,3562.59
2014-12-01,3549.39
2014-12-02,3598.77
2014-12-03,3606.17
2014-12-04,3593.8
2014-12-05,3594.45
2014-12-08,3581.89
2014-12-09,3574.02
2014-12-10,3557.2
2014-12-11,3539.9
2014-12-12,3540.5
2014-12-15,3531.03
2014-12-16,3490.1
2014-12-17,3484.29
2014-12-18,3533.23
2014-12-19,3483.09
2014-12-22,3498.25
2014-12-23,3492.43
2014-12-29,3473.27
2014-12-30,3483.45
2015-01-02,3488.94
2015-01-05,3428.55
2015-01-07,3492.2
2015-01-08,3553.74
2015-01-09,3569.87
2015-01-12,3550.86
2015-01-13,3534.77
2015-01-14,3520.68
2015-01-15,3446.95
2015-01-16,3418.2
2015-01-19,3388.61
2015-01-20,3399.38
2015-01-21,3448.21
2015-01-22,3470.97
2015-01-23,3516.55
2015-01-26,3520.3
2015-01-27,3529.48
2015-01-28,3522.42
2015-01-29,3522.88
2015-01-30,3537.17
2015-02-02,3531.24
2015-02-03,3534.75
2015-02-04,3512.23
2015-02-05,3527.87
2015-02-06,3555.54
2015-02-09,3538.43
2015-02-10,3532.35
2015-02-11,3529.75
2015-02-12,3529.53
2015-02-13,3550.89
2015-02-16,3557.16
2015-02-17,3561.9
2015-02-18,3569.2
2015-02-19,3587.01
2015-02-20,3577.32
2015-02-23,3601.87
2015-02-24,3607.82
2015-02-25,3602.67
2015-02-26,3621.09
2015-02-27,3656.95
2015-03-02,3685.44
2015-03-03,3663.84
2015-03-04,3711.94
2015-03-05,3741.74
2015-03-06,3741.92
2015-03-09,3760.82
2015-03-10,3736.08
2015-03-11,3740.29
2015-03-12,3748.21
2015-03-13,3742.88
2015-03-16,3741.36
2015-03-17,3753.8
2015-03-18,3735.9
2015-03-19,3789.91
2015-03-20,3788.77
2015-03-23,3786.28
2015-03-24,3760.81
2015-03-25,3748.64
2015-03-26,3697.22
2015-03-27,3693.2
2015-03-30,3729.61
2015-03-31,3732.01
2015-04-01,3724.05
2015-04-02,3724.22
2015-04-07,3725.5
2015-04-08,3754.14
2015-04-09,3802.52
2015-04-10,3779.94
2015-04-13,3778.69
2015-04-14,3804.25
2015-04-15,3817.58
2015-04-16,3846.65
2015-04-17,3816.73
2015-04-20,3847.79
2015-04-21,3834.37
2015-04-22,3849.11
2015-04-23,3841.12
2015-04-24,3857.93
2015-04-27,3883.38
2015-04-28,3867.41
2015-04-29,3863.17
2015-04-30,3863.71
2015-05-04,3883.39
2015-05-05,3876.45
2015-05-06,3926.87
2015-05-07,3928.37
2015-05-08,3946.11
2015-05-11,3960.96
2015-05-12,3945.5
2015-05-13,3938.98
2015-05-14,3931.4
2015-05-15,3938.62
2015-05-18,3947.55
2015-05-19,3931.68
2015-05-20,3926.59
2015-05-21,3929.51
2015-05-22,3914.39
2015-05-25,3859.41
2015-05-26,3812.84
2015-05-27,3852.8
2015-05-28,3843.02
2015-05-29,3848.57
2015-06-01,3876.54
2015-06-02,3840.8
2015-06-03,3840.55
2015-06-05,3808.74
2015-06-08,3773.76
2015-06-09,3746.92
2015-06-10,3780.11
2015-06-11,3770.03
2015-06-12,3761.48
2015-06-15,3748.37
2015-06-16,3750.66
2015-06-17,3698.08
2015-06-18,3701.74
2015-06-19,3683.99
2015-06-22,3771.07
2015-06-23,3776.15
2015-06-24,3756.31
2015-06-25,3742.66
2015-06-26,3751.62
2015-06-29,3687.82
2015-06-30,3685.49
2015-07-01,3681.49
2015-07-02,3701.06
2015-07-03,3670.29
2015-07-06,3649.38
2015-07-07,3596.76
2015-07-08,3556.82
2015-07-09,3578.45
2015-07-10,3656.91
2015-07-13,3711.85
2015-07-14,3709.85
2015-07-15,3727.09
2015-07-16,3758.57
2015-07-17,3772.87
2015-07-20,3757.02
2015-07-21,3742.01
2015-07-22,3701.18
2015-07-23,3714.11
2015-07-24,3738.32
2015-07-27,3700.63
2015-07-28,3721.26
2015-07-29,3753.81
2015-07-30,3775.44
2015-07-31,3815.0
2015-08-03,3808.57
2015-08-04,3849.57
2015-08-05,3905.41
2015-08-06,3815.89
2015-08-07,3810.25
2015-08-10,3836.35
2015-08-11,3854.31
2015-08-12,3841.55
2015-08-13,3851.04
2015-08-14,3843.34
2015-08-17,3817.09
2015-08-18,3796.44
2015-08-19,3839.94
2015-08-20,3822.88
2015-08-21,3743.03
2015-08-24,3531.38
2015-08-25,3576.08
2015-08-26,3536.15
2015-08-27,3627.51
2015-08-28,3675.73
2015-08-31,3677.34
2015-09-01,3612.02
2015-09-02,3601.17
2015-09-03,3618.34
2015-09-04,3612.41
2015-09-07,3591.54
2015-09-08,3627.06
2015-09-09,3636.17
2015-09-10,3665.55
2015-09-11,3663.35
2015-09-14,3667.09
2015-09-15,3658.63
2015-09-16,3678.59
2015-09-17,3663.89
2015-09-18,3657.87
2015-09-21,3671.15
2015-09-22,3631.12
2015-09-23,3580.13
2015-09-24,3566.61
2015-09-25,3587.31
2015-09-28,3532.36
2015-09-29,3528.55
2015-09-30,3576.75
2015-10-01,3590.0
2015-10-02,3556.84
2015-10-05,3608.63
2015-10-06,3661.28
2015-10-07,3691.64
2015-10-08,3690.61
2015-10-09,3749.42
2015-10-12,3753.57
2015-10-13,3730.98
2015-10-14,3713.3
2015-10-15,3753.41
2015-10-16,3751.06
2015-10-19,3766.32
2015-10-20,3792.1
2015-10-21,3757.76
2015-10-22,3734.01
2015-10-23,3747.44
2015-10-26,3746.01
2015-10-27,3739.3
2015-10-28,3745.67
2015-10-29,3689.22
2015-10-30,3681.26
2015-11-02,3709.75
2015-11-03,3703.13
2015-11-04,3726.14
2015-11-05,3732.49
2015-11-06,3674.41
2015-11-09,3661.98
2015-11-10,3659.88
2015-11-12,3648.67
2015-11-13,3625.24
2015-11-16,3614.25
2015-11-17,3631.46
2015-11-18,3620.25
2015-11-19,3636.43
2015-11-20,3652.54
2015-11-23,3599.86
2015-11-24,3583.81
2015-11-25,3593.38
2015-11-26,3631.54
2015-11-27,3633.95
2015-11-30,3654.29
2015-12-01,3632.16
2015-12-02,3577.46
2015-12-03,3583.91
2015-12-04,3549.95
2015-12-07,3559.53
2015-12-08,3532.05
2015-12-09,3467.19
2015-12-10,3466.71
2015-12-11,3420.68
2015-12-14,3360.18
2015-12-15,3397.86
2015-12-16,3416.81
2015-12-17,3467.28
2015-12-18,3477.41
2015-12-21,3528.72
2015-12-22,3535.48
2015-12-23,3540.92
2015-12-28,3553.13
2015-12-29,3598.73
2015-12-30,3567.05
2016-01-04,3512.57
2016-01-05,3531.23
2016-01-07,3475.79
2016-01-08,3438.13
2016-01-11,3387.32
